,NIP,Cl_T10
199,N201603355,1
200,N201604050,1
201,N201604116,1
202,N201604178,1
203,N201604425,1
204,N201604693,0
205,N201604744,1
206,N201604865,2
207,N201605319,1
208,N201605504,1
209,N201605563,1
210,N201605830,1
211,N201606340,1
212,N201606342,4
213,N201606455,1
214,N201700156,4
215,N201700487,1
216,N201700726,0
217,N201700901,0
218,N201701045,0
219,N201701530,1
220,N201701652,1
221,N201702058,0
222,N201702085,2
223,N201702120,0
224,N201702618,0
225,N201702654,0
226,N201702758,0
227,N201702935,1
228,N201703472,1
229,N201703570,4
230,N201703729,4
231,N201703896,1
232,N201703918,0
233,N201704012,1
234,N201704212,1
235,N201704292,1
236,N201704399,4
237,N201704685,0
238,N201704974,1
239,N201705029,1
240,N201705121,0
241,N201705133,0
242,N201705187,2
243,N201705512,4
244,N201705694,1
245,N201705921,0
246,N201706024,1
247,N201706031,0
248,N201706065,1
249,N201706141,0
250,N201706142,1
251,N201706288,1
252,N201706483,0
253,N201706490,2
254,N201706511,1
255,N201706598,1
256,N201706823,1
257,N201706982,4
258,N201706998,4
259,N201707096,1
260,N201707102,0
261,N201707219,1
262,N201707224,0
263,N201707227,0
264,N201800012,1
265,N201800053,4
266,N201800055,0
267,N201800109,0
268,N201800152,0
269,N201800199,0
270,N201800517,0
271,N201800626,1
272,N201800742,0
273,N201800768,1
274,N201800808,1
275,N201800865,1
276,N201800916,0
277,N201801031,4
278,N201801047,0
279,N201801154,1
280,N201801296,0
281,N201801309,0
282,N201801322,0
283,N201801356,1
284,N201801449,1
285,N201801450,1
286,N201801472,1
287,N201801476,1
288,N201801509,1
289,N201801517,1
290,N201801535,1
291,N201801651,0
292,N201801668,1
293,N201801710,1
294,N201801734,1
295,N201801746,1
296,N201801774,0
297,N201801798,1
298,N201801840,1
299,N201801854,1
300,N201801864,1
301,N201801868,1
302,N201801916,1
303,N201801956,4
304,N201801958,1
305,N201801960,1
306,N201801987,1
307,N201802002,1
308,N201802083,1
309,N201802127,1
310,N201802143,1
311,N201802158,1
312,N201802212,1
313,N201802258,0
314,N201802263,0
315,N201802324,0
316,N201802363,1
317,N201802410,1
318,N201802424,1
319,N201802506,1
320,N201802518,1
321,N201802529,4
322,N201802532,1
323,N201802542,0
324,N201802598,0
325,N201802626,4
326,N201802653,1
327,N201802676,1
328,N201802694,1
329,N201802708,0
330,N201802729,1
331,N201802777,1
332,N201802856,0
333,N201802863,1
334,N201802894,1
335,N201802929,1
336,N201802938,0
337,N201802947,0
338,N201803028,1
339,N201803073,0
340,N201803145,0
341,N201803187,1
342,N201803204,1
343,N201803255,1
344,N201803283,1
345,N201803298,0
346,N201803347,0
347,N201803415,1
348,N201803419,1
349,N201803420,4
350,N201803436,0
351,N201803450,1
352,N201803452,0
353,N201803465,1
354,N201803500,0
355,N201803561,1
356,N201803567,1
357,N201803632,1
358,N201803635,1
359,N201803645,0
360,N201803672,1
361,N201803679,1
362,N201803684,1
363,N201803721,1
364,N201803763,1
365,N201803770,0
366,N201803775,0
367,N201803788,1
368,N201803799,4
369,N201803804,1
370,N201803826,2
371,N201803896,1
372,N201803904,2
373,N201803976,0
374,N201803999,2
375,N201804085,0
376,N201804104,2
377,N201804119,2
378,N201804153,2
379,N201804171,2
380,N201804215,1
381,N201804221,2
382,N201804229,2
383,N201804317,4
384,N201804329,2
385,N201804362,2
386,N201804388,0
387,N201804398,2
388,N201804400,0
389,N201804401,2
390,N201804420,0
391,N201804565,2
392,N201804566,2
393,N201804570,2
394,N201804586,2
395,N201804618,2
396,N201804632,2
397,N201804637,2
398,N201804656,4
399,N201804663,0
400,N201804681,2
401,N201804697,2
402,N201804723,2
403,N201804738,0
404,N201804739,2
405,N201804761,2
406,N201804767,2
407,N201804871,2
408,N201804914,2
409,N201804923,0
410,N201804955,2
411,N201804956,2
412,N201804973,2
413,N201805059,2
414,N201805065,2
415,N201805100,2
416,N201805109,0
417,N201805111,2
418,N201805117,2
419,N201805127,2
420,N201805132,0
421,N201805133,2
422,N201805166,2
423,N201805169,2
424,N201805195,0
425,N201805196,2
426,N201805209,2
427,N201805242,2
428,N201805250,2
429,N201805251,2
430,N201805263,0
431,N201805272,2
432,N201805284,0
433,N201805285,0
434,N201805301,4
435,N201805304,2
436,N201805313,2
437,N201805343,2
438,N201805357,4
439,N201805364,2
440,N201805448,2
441,N201805463,2
442,N201805471,4
443,N201805486,2
444,N201805499,2
445,N201805502,2
446,N201805561,2
447,N201805579,2
448,N201805589,2
449,N201805591,2
450,N201805647,4
451,N201805723,2
452,N201805724,2
453,N201805745,2
454,N201805746,2
455,N201805750,2
456,N201805760,2
457,N201805782,2
458,N201805787,2
459,N201805789,2
460,N201805831,2
461,N201805880,2
462,N201805884,0
463,N201805900,2
464,N201805928,2
465,N201805931,2
466,N201805934,0
467,N201805939,0
468,N201805962,4
469,N201805966,2
470,N201805973,0
471,N201805992,2
472,N201806034,2
473,N201806047,0
474,N201806067,2
475,N201806070,2
476,N201806114,4
477,N201806116,2
478,N201806148,2
479,N201806159,0
480,N201806174,2
481,N201806183,2
482,N201806193,2
483,N201806197,2
484,N201806241,2
485,N201806254,2
486,N201806256,2
487,N201806271,4
488,N201806283,2
489,N201806287,2
490,N201806295,2
491,N201806314,0
492,N201806335,2
493,N201806343,0
494,N201806345,0
495,N201806365,0
496,N201806370,0
497,N201806407,2
498,N201806418,4
499,N201806419,2
500,N201806425,2
501,N201806433,2
502,N201806441,2
503,N201806442,2
504,N201806459,2
505,N201806465,0
506,N201806478,2
507,N201806479,2
508,N201806486,0
509,N201806488,2
510,N201806491,2
511,N201806496,2
512,N201806500,2
513,N201806507,2
514,N201806512,2
515,N201806524,2
516,N201806528,4
517,N201806548,0
518,N201806561,2
519,N201806566,0
520,N201806567,2
521,N201806569,2
522,N201806582,0
523,N201806586,2
524,N201806589,2
525,N201806591,2
526,N201806595,2
527,N201806601,2
528,N201806606,0
529,N201806627,2
530,N201806628,2
531,N201806643,4
532,N201806679,2
533,N201806682,2
534,N201806690,2
535,N201806717,0
536,N201806718,2
537,N201806731,4
538,N201806746,0
539,N201806753,2
540,N201806789,2
541,N201806798,2
542,N201806805,2
543,N201806854,2
544,N201806883,2
545,N201806902,0
546,N201806908,2
547,N201806931,2
548,N201806940,2
549,N201806946,0
550,N201807023,0
551,N201807030,3
552,N201807036,2
553,N201807038,2
554,N201807048,2
555,N201807061,2
556,N201807064,2
557,N201807068,4
558,N201807105,0
559,N201807130,2
560,N201807157,2
561,N201807177,2
562,N201807179,2
563,N201807197,2
564,N201807215,2
565,N201807220,2
566,N201807288,2
567,N201807295,4
568,N201807316,4
569,N201807350,4
570,N201807368,2
571,N201807376,0
572,N201807410,2
573,N201807435,2
574,N201807436,2
575,N201807452,0
576,N201900001,4
577,N201900002,2
578,N201900003,4
579,N201900004,2
580,N201900005,4
581,N201900006,2
582,N201900007,0
583,N201900008,4
584,N201900009,4
585,N201900010,4
586,N201900011,4
587,N201900012,4
588,N201900013,4
589,N201900014,4
590,N201900015,2
591,N201900016,2
592,N201900017,2
